scenario,mode,image,pod,backend,start_ms,end_ms,duration_ms,exit_code
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-nxk5x,bare-podman,1789221935175,1789221950576,15401,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-lhlh6,bare-podman,1789221935175,1789221950601,15426,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-f4lcv,bare-podman,1789221935175,1789221950617,15442,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-d6st8,bare-podman,1789221935174,1789221950655,15481,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-9pdwk,bare-podman,1789221935174,1789221950692,15518,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-t4mg8,bare-podman,1789221935175,1789221950853,15678,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-gprgk,bare-podman,1789221935175,1789221950976,15801,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-55xt9,bare-podman,1789221935174,1789221950977,15803,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,riid-64zn4,bare-podman,1789221935174,1789221951207,16033,0
pr18,recreate,riid/newrelic/infrastructure-bundle:latest,AGGREGATE,bare-podman,1789221935168,1789221951213,16045,0
pr18,recreate,riid/ruby:latest,riid-f4lcv,bare-podman,1789221951224,1789221956563,5339,0
pr18,recreate,riid/ruby:latest,riid-b45jl,bare-podman,1789221951223,1789221956568,5345,0
pr18,recreate,riid/ruby:latest,riid-nxk5x,bare-podman,1789221951223,1789221956595,5372,0
pr18,recreate,riid/ruby:latest,riid-t4mg8,bare-podman,1789221951224,1789221956610,5386,0
pr18,recreate,riid/ruby:latest,riid-64zn4,bare-podman,1789221951223,1789221956649,5426,0
pr18,recreate,riid/ruby:latest,riid-55xt9,bare-podman,1789221951223,1789221956652,5429,0
pr18,recreate,riid/ruby:latest,riid-9pdwk,bare-podman,1789221951223,1789221956653,5430,0
pr18,recreate,riid/ruby:latest,riid-lhlh6,bare-podman,1789221951224,1789221956656,5432,0
pr18,recreate,riid/ruby:latest,riid-d6st8,bare-podman,1789221951224,1789221956713,5489,0
pr18,recreate,riid/ruby:latest,riid-gprgk,bare-podman,1789221951224,1789221956920,5696,0
pr18,recreate,riid/ruby:latest,AGGREGATE,bare-podman,1789221951218,1789221956928,5710,0
# registry_tx_bytes_before:	12752575251
# registry_tx_bytes_after:	138827403652
# registry_tx_bytes_delta:	126074828401
